id,amount_tsh,gps_height,installer,longitude,latitude,basin,subvillage,region,region_code,district_code,lga,ward,population,scheme_management,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
14699,0,1491,222,34.57842772,-8.9595693,6,3572,3,11,4,91,835,250,8,1,1978,3,1,0,10,4,5,3,6,2,0,0,6,4,1,1,1
10186,0,765,222,30.84151937,-7.91948351,3,6445,15,15,3,92,1938,1,7,1,2006,3,1,0,7,4,0,2,6,2,1,1,6,4,1,1,1
4710,0,0,305,33.55846017,-8.64710634,2,549,10,12,1,13,134,0,7,1,0,3,1,0,7,4,3,1,6,2,1,1,6,4,1,1,1
2292,10,438,212,37.1369358,-6.78552909,8,7783,11,5,1,36,643,150,7,1,1998,13,10,5,11,4,4,5,6,2,1,1,3,0,0,1,1
5792,0,0,1051,32.25536108,-3.45141473,3,6131,17,17,5,9,1626,0,9,1,0,8,5,1,11,4,6,6,6,2,0,0,7,5,0,4,3
14603,0,0,222,30.79893699,-1.41008471,4,1902,4,18,1,26,783,0,9,1,0,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1
10700,0,1868,153,38.27069685,-4.6383746,5,3321,20,4,1,52,965,1,7,1,1998,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
6765,0,0,312,33.00441911,-2.53060113,4,2,13,19,8,22,109,0,7,1,0,8,5,1,7,4,1,4,6,2,2,2,7,5,0,4,3
11661,0,0,222,30.53507815,-2.48226589,4,1008,4,18,11,89,1316,0,7,0,0,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1
13849,0,1668,171,36.80280532,-3.32149787,5,6744,0,2,7,65,1803,97,7,1,2013,3,1,0,7,4,6,6,6,2,2,2,8,6,0,1,1
2132,0,0,198,32.86604888,-8.96152283,2,7657,10,12,6,62,252,0,7,0,0,14,11,1,7,4,5,3,6,2,1,1,3,0,0,4,3
4182,2000,1735,222,31.29689308,-7.70351147,2,7964,15,15,3,92,133,1,7,0,1990,9,6,3,7,4,2,0,7,5,1,1,3,0,0,6,5
4913,4000,2093,725,34.57232039,-9.34894536,1,3564,3,11,4,91,302,30,7,0,2004,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1
6457,0,1233,344,34.17826985,-1.38463859,4,8410,9,20,6,97,1627,200,7,0,1994,13,10,5,7,4,6,6,4,4,1,1,3,0,0,2,1
7579,0,0,222,32.44382021,-3.6741031,3,320,17,17,3,25,1566,0,0,1,0,8,5,1,11,4,6,6,6,2,2,2,7,5,0,4,3
13050,50,374,385,38.63694952,-10.26683563,7,5449,7,8,3,85,1219,270,7,0,2007,13,10,5,7,4,4,5,4,4,1,1,3,0,0,2,1
14584,3000,1452,354,36.10927127,-7.83095902,6,1373,3,11,7,34,352,460,7,1,2009,9,6,3,7,4,3,1,6,2,1,1,3,0,0,6,5
6964,10,439,212,37.13937335,-6.78504523,8,5097,11,5,1,36,643,60,7,1,1998,13,10,5,11,4,4,5,6,2,1,1,3,0,0,1,1
6379,0,994,551,35.57934229,-10.71384155,7,7842,16,10,4,112,1809,3000,2,1,2006,4,2,1,1,1,5,3,6,2,3,3,7,5,0,4,3
4247,0,0,222,35.94278523,-4.76672712,0,7816,2,1,1,42,255,0,9,0,0,8,5,1,11,4,0,2,6,2,1,1,7,5,0,4,3
11454,0,1122,222,37.33514046,-3.27637674,5,2490,6,3,4,73,1892,35,10,1,1972,3,1,0,9,4,0,2,6,2,2,2,8,6,0,1,1
2747,50,324,222,37.58616755,-6.32013309,8,6008,11,5,6,83,258,1,7,1,1972,9,6,3,7,4,4,5,4,4,0,0,4,2,2,0,0
13629,0,0,222,0,-2.00E-08,4,1839,13,19,6,15,536,0,7,1,0,13,10,5,7,4,0,2,6,2,2,2,3,0,0,2,1
1398,20,9,393,39.58653139,-10.14165073,7,4503,7,80,10,47,740,125,7,0,2006,4,2,1,7,4,4,5,4,4,1,1,3,0,0,4,3
14741,0,0,746,30.95924111,-2.80114585,4,4818,4,18,4,6,1579,0,7,1,0,6,10,5,7,4,0,2,6,2,0,0,0,1,1,2,1
11957,0,1416,222,34.75158539,-8.81695834,6,7508,3,11,4,91,1940,56,8,1,1978,3,1,0,10,4,5,3,6,2,1,1,6,4,1,1,1
460,0,0,305,33.56828992,-2.53009284,4,6465,13,19,2,54,829,0,7,1,0,7,4,2,7,4,0,2,6,2,0,0,3,0,0,1,1
3937,0,0,0,33.58904727,-9.16693312,1,2918,10,12,4,100,743,0,7,2,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
6476,0,0,319,33.11269686,-2.68018047,4,8392,13,19,7,67,500,0,7,1,0,9,6,3,7,4,0,2,6,2,1,1,7,5,0,6,5
7811,0,41,716,39.28668815,-7.03070921,8,2942,14,60,13,69,1928,1041,4,0,2010,13,10,5,4,0,0,2,6,2,1,1,3,0,0,2,1
8713,5,1052,222,37.26606983,-3.29263671,5,5763,6,3,4,73,658,20,10,1,2007,3,1,0,9,4,4,5,6,2,1,1,6,4,1,1,1
720,10,-30,222,39.10135074,-8.12690896,6,6423,14,60,14,99,183,1,7,1,2001,8,5,1,7,4,4,5,4,4,1,1,7,5,0,4,3
10205,0,1381,902,34.65030869,-1.53121286,4,957,9,20,1,118,1624,100,0,1,1996,9,6,3,7,4,6,6,3,3,1,1,7,5,0,6,5
817,0,0,678,30.54029339,-2.45834085,4,5732,4,18,11,89,1316,0,7,0,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,6,5
6034,2000,1389,979,38.01184819,-4.36850711,5,2819,6,3,3,101,1227,36,7,1,2012,3,1,0,7,4,5,3,6,2,1,1,8,6,0,1,1
4379,0,0,304,36.43756896,-6.32359365,8,1351,2,1,1,76,1053,0,7,1,0,13,10,5,7,4,0,2,6,2,1,1,8,6,0,1,1
8599,0,0,199,0,-2.00E-08,4,1432,17,17,1,5,1730,0,9,0,0,8,5,1,11,4,6,6,6,2,1,1,7,5,0,4,3
10386,2000,1490,799,34.78558551,-4.3575786,0,2727,18,13,1,23,353,250,7,1,1997,0,0,1,7,4,5,3,6,2,1,1,3,0,0,4,3
2610,0,1382,557,37.00127714,-3.18465055,5,4668,6,3,7,106,1777,1,10,1,2003,3,1,0,9,4,3,1,6,2,1,1,8,6,0,1,1
3105,50,830,244,36.8963933,-10.76623345,7,5442,16,10,1,120,1453,1,4,0,2006,6,10,5,4,0,4,5,6,2,1,1,0,1,1,2,1
7423,0,0,344,33.29550795,-3.14499071,4,5974,13,19,4,45,264,0,7,1,0,14,11,1,7,4,1,4,6,2,1,1,3,0,0,4,3
3719,0,0,222,31.93023026,-3.36028624,3,4938,17,17,5,9,1902,0,9,1,0,8,5,1,11,4,6,6,6,2,1,1,7,5,0,4,3
10908,0,1643,272,35.13538142,-9.4332843,6,5150,3,11,4,91,597,60,7,0,2009,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1
3113,0,263,260,39.05337513,-10.35883817,7,6308,7,80,14,98,967,180,7,1,1980,9,6,3,7,4,0,2,6,2,2,2,7,5,0,6,5
5822,200,308,222,36.00267527,-9.08516655,6,1967,11,5,4,122,639,1,0,1,2007,14,11,1,7,4,3,1,6,2,1,1,7,5,0,4,3
5619,0,47,716,39.29352487,-7.02766529,8,2942,14,60,13,69,1928,1041,9,0,2009,13,10,5,11,4,0,2,6,2,1,1,3,0,0,1,1
2611,30,65,222,38.66330006,-5.80421967,5,7784,20,4,5,95,1167,120,4,0,1994,13,10,5,4,0,4,5,4,4,1,1,3,0,0,1,1
12433,0,1442,29,34.42963675,-1.71594534,4,5615,9,20,2,103,1686,1150,2,1,2009,3,1,0,11,4,6,6,6,2,1,1,8,6,0,2,1
11878,2,1276,222,35.82871592,-4.13611435,0,996,8,21,1,2,977,66,7,1,2012,3,1,0,7,4,4,5,6,2,1,1,8,6,0,2,1
7053,4000,2136,725,34.56425721,-9.33891881,1,3864,3,11,4,91,302,25,7,0,2004,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1
4511,0,0,344,33.25573987,-2.76492651,4,3961,13,19,4,45,1816,0,7,1,0,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3
9896,1000,1091,222,35.61439859,-10.5402484,1,2072,16,10,2,111,1830,0,7,1,2010,4,2,1,7,4,3,1,6,2,1,1,7,5,0,4,3
767,0,0,61,31.14540073,-1.41499543,4,2225,4,18,1,26,736,0,0,1,0,3,1,0,1,1,0,2,6,2,3,3,5,3,1,1,1
8569,0,1454,875,30.54985566,-5.805675,3,101,15,15,1,75,1156,93,11,1,1985,9,6,3,8,0,0,2,6,2,1,1,3,0,0,4,3
13698,0,0,168,35.54538541,-6.05833766,0,5749,2,1,5,14,1431,0,7,0,0,9,6,3,7,4,0,2,6,2,0,0,7,5,0,6,5
9564,200,255,222,36.90094911,-7.81873081,6,7716,11,5,3,35,1185,100,8,1,2003,3,1,0,7,4,3,1,6,2,1,1,6,4,1,1,1
14027,50,75,1,39.08646292,-6.99916284,8,5506,1,7,2,20,140,150,4,0,2010,13,10,5,4,0,4,5,4,4,1,1,1,0,0,1,1
5461,0,456,198,34.78136877,-11.25328858,1,8019,16,10,3,61,1062,96,7,1,1992,3,1,0,7,4,6,6,6,2,0,0,8,6,0,1,1
9144,0,1243,344,33.9902065,-1.49006516,4,7614,9,20,6,97,751,220,7,0,1983,13,10,5,7,4,0,2,6,2,1,1,2,4,1,2,1
782,0,314,660,38.99942097,-10.32925778,7,7716,7,80,14,98,967,260,7,1,1998,13,10,5,7,4,0,2,6,2,1,1,3,0,0,1,1
7960,0,1407,171,36.87201507,-3.13389101,0,2720,0,2,7,65,1504,156,7,1,2008,3,1,0,11,4,6,6,1,1,2,2,8,6,0,2,1
1545,0,0,237,32.50821716,-5.12324164,3,3780,19,14,3,124,884,0,7,1,0,0,0,1,7,4,0,2,6,2,0,0,7,5,0,4,3
4976,0,0,180,32.97485822,-4.2801849,3,1737,19,14,1,94,509,0,7,0,0,8,5,1,7,4,5,3,6,2,1,1,7,5,0,4,3
10084,0,1303,746,33.01662226,-2.05679833,4,7155,13,19,1,121,1324,250,7,1,1982,9,6,3,7,4,0,2,6,2,2,2,2,4,1,1,1
14798,600,794,222,29.73558251,-4.88116013,3,7741,5,16,3,31,1783,175,9,1,2009,3,1,0,7,4,3,1,6,2,1,1,6,4,1,2,1
4834,0,1408,171,36.85518531,-3.13920528,0,3355,0,2,7,65,1504,120,7,1,2009,6,10,5,7,4,6,6,1,1,1,1,8,6,0,2,1
10970,0,970,222,35.94320704,-3.65560611,0,7212,8,21,1,2,1542,215,7,1,1997,9,6,3,7,4,0,2,2,1,0,0,7,5,0,6,5
4736,0,0,222,31.29426968,-2.63326108,4,2103,4,18,4,6,26,0,7,1,0,8,5,1,7,4,5,3,6,2,1,1,7,5,0,4,3
4672,0,435,899,37.14888845,-6.77746538,8,7312,11,5,1,36,644,250,9,1,2009,9,6,3,11,4,0,2,6,2,0,0,7,5,0,6,5
2709,200,964,222,29.64385947,-4.76508123,3,1907,5,16,3,31,454,400,7,1,1984,3,1,0,7,4,3,1,6,2,1,1,8,6,0,2,1
11684,0,1368,1048,37.91933359,-4.173805,5,3269,6,3,3,101,1272,190,11,1,1995,3,1,0,7,4,0,2,6,2,1,1,6,4,1,1,1
12997,0,1018,965,35.76605826,-10.42515605,1,4681,16,10,5,86,1276,205,7,1,2012,3,1,0,3,2,5,3,6,2,2,2,6,4,1,1,1
4828,0,0,1051,32.18025194,-3.45492031,3,6377,17,17,5,9,1626,0,7,1,0,8,5,1,7,4,6,6,6,2,2,2,7,5,0,4,3
11520,300,677,370,36.7095208,-6.64531081,8,7796,11,5,1,36,591,302,7,1,1997,14,11,1,7,4,3,1,6,2,2,2,7,5,0,4,3
14825,20,834,795,37.62344665,-9.92473363,7,6399,7,80,13,49,1249,350,7,1,2012,4,2,1,7,4,4,5,0,0,1,1,3,0,0,4,3
2956,0,1254,746,30.47579619,-3.65119865,3,3052,5,16,1,30,545,460,7,0,1990,3,1,0,7,4,6,6,6,2,1,1,8,6,0,5,4
414,0,0,168,35.76012825,-6.04417766,8,4969,2,1,5,14,1260,0,7,0,0,7,4,2,7,4,4,5,6,2,0,0,3,0,0,2,1
11462,0,0,36,32.35679584,-5.04014023,3,4259,19,14,4,123,635,0,7,1,0,4,2,1,7,4,0,2,6,2,1,1,7,5,0,4,3
6207,500,1275,76,34.99960111,-10.94549027,1,4256,16,10,3,61,1075,86,10,1,2000,3,1,0,9,4,3,1,6,2,1,1,8,6,0,1,1
13726,250,1218,222,30.34942415,-4.37673599,3,8328,5,16,2,28,1590,300,11,1,2006,3,1,0,9,4,3,1,6,2,1,1,8,6,0,2,1
11852,6,748,222,37.51145904,-3.41937215,5,5583,6,3,4,73,626,175,10,1,2008,3,1,0,9,4,4,5,6,2,1,1,8,6,0,1,1
820,0,9,222,39.02582966,-8.78046462,7,4925,7,80,9,37,1164,580,0,1,1987,8,5,1,7,4,0,2,4,4,0,0,7,5,0,4,3
6372,0,0,237,33.54925136,-4.92645438,0,5863,19,14,3,124,877,0,7,1,0,0,0,1,7,4,0,2,6,2,0,0,7,5,0,4,3
1030,0,0,222,31.39220724,-1.43184934,4,2037,4,18,2,7,778,0,7,1,0,9,6,3,7,4,0,2,6,2,1,1,3,0,0,6,5
3908,2400,1659,222,34.928232,-8.62815094,6,3767,3,11,2,79,1060,0,7,1,0,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1
968,0,1385,875,30.42008504,-5.63377792,3,91,15,15,1,75,1156,142,11,1,1983,9,6,3,8,0,0,2,6,2,1,1,3,0,0,4,3
4065,0,-23,1003,39.33343463,-7.39575969,8,4282,14,6,4,69,710,200,7,0,2008,9,6,3,7,4,0,2,6,2,1,1,3,0,0,6,5
9047,0,0,21,37.20006249,-6.28715828,8,7716,11,5,1,36,925,500,7,1,1975,6,10,5,7,4,0,2,4,4,2,2,3,0,0,1,1
12597,100,612,222,38.19289719,-4.4573717,5,3989,20,4,1,52,1216,1,7,1,2006,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
573,0,0,222,32.57218174,-3.77150811,4,7405,17,17,3,25,968,0,0,1,0,9,6,3,6,3,6,6,3,3,2,2,7,5,0,6,5
11600,0,0,222,36.28869534,-5.18153477,0,607,2,1,1,42,1259,0,7,0,0,7,4,2,7,4,4,5,6,2,1,1,3,0,0,1,1
4905,0,1732,222,38.26753901,-4.5967691,5,4086,20,4,1,52,965,1,7,1,1985,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3
2396,0,0,996,34.15842212,-3.8308527,0,8111,17,17,6,64,1354,0,9,1,0,9,6,3,11,4,0,2,6,2,0,0,7,5,0,6,5
13566,0,0,707,32.67332788,-3.52044659,4,337,17,17,3,25,75,0,0,1,0,3,1,0,6,3,6,6,7,5,4,4,2,4,1,6,5
10219,100,5,1,39.17717736,-6.91947554,8,5504,1,7,2,20,735,120,9,0,2000,13,10,5,11,4,4,5,6,2,1,1,3,0,0,1,1
9102,2000,1247,197,35.86026633,-7.47673909,6,6003,3,11,1,24,609,1,7,1,1990,3,1,0,7,4,2,0,6,2,3,3,8,6,0,1,1
4232,0,44,734,39.17095565,-7.76420266,6,6522,14,60,14,99,1691,1,7,1,2005,7,4,2,7,4,0,2,6,2,1,1,3,0,0,2,1
7181,0,1491,875,30.59430666,-5.7639441,3,92,15,15,1,75,1156,150,11,1,1985,9,6,3,8,0,0,2,6,2,1,1,3,0,0,4,3
1962,0,0,168,36.57280036,-6.24402741,8,0,2,1,3,43,1727,0,7,0,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
1507,50,1260,11,36.85494051,-6.13452082,8,4737,11,5,1,36,1694,90,7,1,2005,14,11,1,7,4,4,5,6,2,1,1,7,5,0,4,3
2163,0,0,551,32.77170707,-4.86838706,3,4883,19,14,6,115,1155,0,10,1,0,7,4,2,9,4,0,2,6,2,0,0,3,0,0,2,1
494,0,1473,875,30.87003947,-3.12369644,3,2219,5,16,1,30,1319,250,7,0,2004,3,1,0,7,4,6,6,6,2,1,1,8,6,0,5,4
5418,450,1745,105,37.20993712,-3.17796734,5,3772,6,3,5,16,894,100,10,1,1995,3,1,0,9,4,1,4,6,2,1,1,8,6,0,2,1
5305,0,0,413,32.87192397,-9.22657029,2,1143,10,12,6,62,384,0,7,0,0,3,1,0,7,4,5,3,6,2,1,1,8,6,0,6,5
5890,3000,1180,222,30.26341034,-4.61019793,3,7121,5,16,2,28,1842,142,11,1,1978,3,1,0,7,4,5,3,6,2,1,1,8,6,0,1,1
9872,0,0,318,31.49115833,-2.04419147,4,2953,4,18,3,81,517,0,0,0,0,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1
1128,0,337,466,37.60847158,-6.1336598,8,3818,11,5,6,83,200,10,7,1,2010,9,6,3,7,4,0,2,6,2,3,3,7,5,0,6,5
2536,0,0,319,32.86486986,-2.9057634,4,6805,13,19,7,67,1067,0,7,1,0,14,11,1,7,4,5,3,6,2,1,1,7,5,0,4,3
3540,50,1426,344,34.38337329,-1.91775909,4,3989,9,20,2,103,1685,700,7,2,1996,11,9,4,7,4,3,1,6,2,1,1,7,5,0,4,3
6829,0,0,413,33.08863217,-9.0190353,2,8190,10,12,6,62,1415,0,7,0,0,8,5,1,7,4,5,3,6,2,2,2,7,5,0,4,3
3805,0,0,0,33.80727111,-9.298232,1,2677,10,12,4,100,863,0,7,2,0,3,1,0,7,4,6,6,6,2,1,1,8,6,0,1,1
11219,1000,327,222,36.3720587,-8.77369532,6,2503,11,5,4,122,1296,263,0,1,1993,14,11,1,11,4,3,1,6,2,1,1,7,5,0,4,3
4076,0,1071,222,31.07412773,-5.1524191,3,2019,5,16,3,31,1530,400,7,1,2007,9,6,3,7,4,6,6,6,2,2,2,7,5,0,6,5
5946,0,0,413,33.08910083,-9.10164164,2,1771,10,12,6,62,1203,0,7,0,0,8,5,1,7,4,5,3,6,2,2,2,7,5,0,4,3
13739,0,-38,171,40.14474676,-10.30816066,7,4506,12,9,5,78,1865,530,0,0,0,9,6,3,7,4,0,2,4,4,1,1,7,5,0,6,5
3608,0,1472,0,34.67114678,-5.09452448,0,2336,18,13,2,109,317,1,7,2,1980,9,6,3,7,4,6,6,7,5,2,2,7,5,0,6,5
11497,200,1231,222,30.32652973,-4.30879052,3,6783,5,16,2,28,717,580,11,1,2003,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
1638,500,342,222,36.83283897,-8.80183329,6,839,11,5,4,122,847,350,10,1,2004,3,1,0,1,1,3,1,6,2,1,1,6,4,1,1,1
8955,10,1605,600,35.60286149,-3.60990853,0,827,0,24,11,27,498,800,7,1,1991,3,1,0,7,4,4,5,6,2,3,3,6,4,1,1,1
13854,200,273,170,36.89589246,-7.85510518,6,5546,11,5,3,35,988,250,8,1,2008,3,1,0,7,4,3,1,6,2,2,2,6,4,1,1,1
7806,0,1022,222,29.92048759,-4.88022722,3,7276,5,16,3,31,1038,2250,9,1,1985,3,1,0,7,4,6,6,6,2,2,2,6,4,1,2,1
9387,0,1541,237,37.59805984,-3.20967295,5,4473,6,3,1,96,949,1,1,1,2002,3,1,0,0,0,3,1,6,2,1,1,8,6,0,1,1
8207,0,0,222,0,-2.00E-08,4,111,17,17,1,5,14,0,9,0,0,9,6,3,11,4,0,2,6,2,0,0,3,0,0,6,5
9482,0,340,466,37.61183631,-6.13249208,8,3818,11,5,6,83,200,19,7,1,2010,9,6,3,7,4,0,2,6,2,2,2,7,5,0,6,5
3325,0,0,897,33.15837463,-3.95866935,0,8368,17,17,3,104,1838,0,7,1,0,14,11,1,7,4,0,2,6,2,3,3,7,5,0,4,3
912,200,372,222,37.77440456,-7.08138473,8,5540,11,5,2,71,704,300,7,1,1969,3,1,0,7,4,3,1,6,2,1,1,6,4,1,1,1
10746,0,263,222,36.90271722,-7.83621339,6,6636,11,5,3,35,988,250,8,1,1978,3,1,0,7,4,0,2,6,2,2,2,6,4,1,1,1
57,0,1274,746,33.04008169,-2.0589646,4,2302,13,19,1,121,1434,500,7,1,1982,9,6,3,7,4,0,2,6,2,2,2,2,4,1,1,1
10887,0,462,274,39.41773317,-10.87261114,7,8158,12,9,4,116,936,1,10,1,1972,6,10,5,7,4,0,2,6,2,3,3,8,6,0,1,1
10200,300,1394,149,37.66953784,-3.60948914,5,4304,6,3,2,84,1390,200,10,0,1972,3,1,0,9,4,3,1,6,2,2,2,6,4,1,6,5
12000,0,0,222,33.99106294,-3.26091181,0,6394,17,17,2,58,1813,0,9,0,0,8,5,1,11,4,1,4,6,2,2,2,7,5,0,4,3
3834,0,1985,222,35.42007829,-8.4349452,6,1093,3,11,2,79,845,0,7,0,2000,14,11,1,7,4,0,2,6,2,1,1,7,5,0,4,3
8903,0,344,81,38.79256011,-7.17942386,8,3282,14,60,12,39,984,400,7,0,1985,3,1,0,7,4,0,2,6,2,0,0,0,1,1,1,1
14475,0,1063,222,31.10681206,-4.99461971,3,1463,5,16,3,31,1291,230,7,1,2012,9,6,3,7,4,6,6,6,2,2,2,7,5,0,6,5
6492,0,0,0,33.54357493,-9.16526258,1,3041,10,12,4,100,743,0,7,2,0,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1
536,0,1332,222,34.05121505,-2.97567384,4,4200,17,17,1,5,1553,500,9,0,1997,8,5,1,11,4,0,2,6,2,2,2,7,5,0,4,3
5111,0,1209,197,35.69824414,-7.49336591,6,5403,3,11,1,24,609,550,7,1,1974,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1
9939,0,0,420,33.94253789,-9.44543453,1,4114,10,12,3,46,958,0,7,1,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
5118,0,0,895,32.80346267,-5.02488958,3,1941,19,14,6,115,501,0,2,0,0,9,6,3,1,1,4,5,6,2,1,1,0,1,1,2,1
5306,0,2045,965,36.24362223,-2.92393864,0,6373,0,2,6,50,554,150,7,1,2005,3,1,0,7,4,5,3,6,2,2,2,6,4,1,1,1
13724,0,0,0,34.03625749,-8.8598668,6,3756,10,12,7,59,160,0,7,1,0,3,1,0,7,4,0,2,6,2,3,3,6,4,1,1,1
4185,2000,562,198,37.201336,-10.98898753,7,5442,16,10,1,120,1454,1,7,0,1992,3,1,0,7,4,2,0,6,2,1,1,6,4,1,1,1
14236,0,-27,64,38.97139043,-5.41462241,5,3150,20,4,5,95,1662,80,4,0,2010,9,6,3,4,0,0,2,4,4,2,2,7,5,0,6,5
12442,0,1039,222,29.89894682,-4.85194325,3,8410,5,16,3,31,1038,175,9,1,1984,3,1,0,7,4,6,6,6,2,1,1,6,4,1,2,1
3558,0,1054,237,37.67386035,-3.23590094,5,208,6,3,1,96,550,1,1,1,1980,3,1,0,0,0,3,1,6,2,2,2,8,6,0,1,1
8103,0,1805,222,31.66654024,-8.65495896,2,6160,15,15,2,113,1409,250,7,1,1972,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
1101,0,0,1012,0,-2.00E-08,4,5777,17,17,1,5,81,0,9,0,0,8,5,1,11,4,0,2,7,5,1,1,7,5,0,6,5
11797,5000,2026,168,34.32639492,-9.49988055,1,4446,3,11,3,55,367,0,7,0,2003,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1
11743,0,408,222,38.13072459,-4.70918992,5,4798,20,4,2,44,1055,200,7,0,2007,9,6,3,7,4,0,2,6,2,1,1,7,5,0,4,3
12688,300,1358,105,37.20784534,-3.22038429,5,2882,6,3,5,16,896,70,10,1,1995,3,1,0,9,4,1,4,6,2,1,1,8,6,0,1,1
4767,0,1312,171,36.7823017,-3.36887206,5,7295,0,2,7,65,1,120,8,1,1989,3,1,0,10,4,6,6,6,2,2,2,8,6,0,1,1
12860,1000,380,222,36.86965924,-9.02560113,6,37,11,5,4,122,1081,400,0,1,1995,14,11,1,7,4,3,1,6,2,1,1,7,5,0,4,3
400,500,500,198,34.67433576,-11.09217671,1,6658,16,10,3,61,816,90,7,1,1992,3,1,0,7,4,3,1,6,2,0,0,8,6,0,1,1
413,0,0,222,33.48127448,-2.70040043,4,2915,13,19,2,54,1813,0,7,1,0,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3
4928,20,11,378,39.58155076,-10.14541061,7,4503,7,80,10,47,740,165,7,0,2006,4,2,1,7,4,4,5,6,2,1,1,3,0,0,4,3
1793,0,0,145,36.11052781,-4.9156809,0,885,2,1,1,42,763,0,7,0,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
14597,0,0,222,31.47590547,-2.79370789,3,7466,4,18,4,6,1709,0,7,1,0,3,1,0,7,4,0,2,6,2,3,3,5,3,1,1,1
14238,500,704,119,36.28326842,-11.20517877,7,3341,16,10,5,86,870,540,9,0,2007,14,11,1,11,4,3,1,6,2,2,2,7,5,0,4,3
13963,0,0,981,32.42180645,-2.35195812,4,5947,13,19,5,102,840,0,7,0,0,14,11,1,7,4,0,2,6,2,0,0,7,5,0,4,3
7290,0,605,222,35.40287589,-11.40444484,7,5182,16,10,2,111,1321,850,7,1,1988,4,2,1,7,4,5,3,6,2,3,3,7,5,0,4,3
9229,0,1555,222,36.64355632,-3.30840095,5,5233,0,2,2,0,650,200,7,1,1991,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
1176,0,3,433,39.30250903,-7.09678238,8,3915,14,60,13,69,1928,266,7,0,2007,9,6,3,7,4,0,2,6,2,2,2,7,5,0,6,5
1458,10000,2175,726,34.59236045,-9.59154041,1,1373,3,11,4,91,1044,150,7,0,2000,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1
7686,0,0,867,32.151042,-5.08557108,3,1739,19,14,4,123,414,0,7,0,0,3,1,0,7,4,0,2,6,2,3,3,5,3,1,1,1
5710,4000,463,198,37.45301757,-11.2113106,7,16,16,10,1,120,1153,253,7,0,1986,3,1,0,7,4,5,3,6,2,1,1,6,4,1,1,1
7971,5000,1952,222,34.60847159,-9.20799055,6,1311,3,11,4,91,359,35,8,1,2009,3,1,0,10,4,2,0,6,2,1,1,6,4,1,1,1
14237,0,886,222,35.24764917,-10.88708988,7,5129,16,10,2,111,908,0,7,1,1996,8,5,1,7,4,5,3,6,2,1,1,7,5,0,4,3
5241,200,1889,222,38.25455056,-4.5876168,5,1915,20,4,1,52,1682,1,7,1,1978,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
9908,0,0,146,33.63621851,-8.85982214,6,1492,10,12,2,60,362,0,7,1,0,3,1,0,11,4,2,0,6,2,2,2,6,4,1,1,1
3179,0,1815,222,34.83599823,-9.14159097,6,3895,3,11,4,91,300,100,7,0,2007,14,11,1,7,4,0,2,6,2,2,2,3,0,0,4,3
2500,500,674,119,36.21153935,-11.29503626,7,1545,16,10,5,86,870,420,9,0,2007,14,11,1,11,4,3,1,6,2,2,2,7,5,0,4,3
10238,500,1868,222,36.6344227,-3.22560623,5,6479,0,2,2,0,1651,150,7,1,2001,3,1,0,7,4,5,3,6,2,1,1,8,6,0,1,1
14435,0,0,52,32.96764927,-5.74467477,3,4853,19,14,5,107,672,0,7,1,0,8,5,1,7,4,0,2,6,2,3,3,7,5,0,4,3
8479,0,2086,722,34.58064182,-9.30615074,6,8281,3,11,4,91,302,17,7,1,2006,3,1,0,7,4,5,3,6,2,1,1,8,6,0,1,1
7858,0,0,222,38.77345396,-4.91661349,5,4078,20,4,8,68,1122,530,7,1,1995,0,0,1,7,4,0,2,4,4,1,1,7,5,0,4,3
5356,0,0,304,36.18733461,-6.73153675,6,5162,2,1,1,76,1212,0,7,1,0,13,10,5,7,4,0,2,6,2,2,2,3,0,0,1,1
